"id","y"
1,2.96330201233284
2,-0.697756168195033
3,0.198450677133546
4,-0.75114102015998
5,-2.78706336445492
6,-1.01293642977919
7,0.0697735359999283
8,-0.287992300867195
9,-1.55971679727737
10,-2.06292889559469
11,-0.448225003349191
12,-3.11375749236786
13,-0.401980587485408
14,1.53516679439832
15,-1.86008542449257
16,-0.526461031779461
17,1.32094293146408
18,-0.561512528553908
19,-0.357739578195701
20,-0.0592465902238876
21,0.190401816181594
22,2.53023024934526
23,-1.22767657105432
24,-0.141547723218938
25,2.99821674156419
26,-0.899636907119612
27,-0.484359058052262
28,2.73527096770992
29,-0.825044132710206
30,-0.7661457011677
31,-0.195110594456184
32,0.459522885953281
33,1.425491733392
34,-1.92198020200224
35,3.95908918295108
36,2.05541460798247
37,-0.604644959619782
38,0.803979347072676
39,2.03568806182807
40,-3.6599939970789
41,-0.78897175711955
42,-1.38043578278213
43,-1.71802705160795
44,-0.237436737909371
45,-0.407347581783805
46,-0.858445316129487
47,-2.46936240111991
48,-1.00196845655165
49,-1.09519019576401
50,-1.19714635648239
51,1.78705272814894
52,-1.24737342774009
53,0.0877312547001635
54,-2.12431871808306
55,0.0302035465309295
56,1.94642559871226
57,-0.833739978551316
58,-0.133466943573369
59,-1.4352621076417
60,-1.16780849965044
61,-0.346973204710277
62,0.429713899841853
63,-1.9031572971356
64,-1.7417875888644
65,0.9283809421744
66,2.69241705074595
67,-0.276473804407487
68,3.55010056816595
69,1.69595909498487
70,0.250355475009218
71,2.03528786381442
72,1.86316965251366
73,-0.136547459940273
74,-0.0343546540576622
75,-0.83615190146913
76,-0.195839633948723
77,-0.905430117882506
78,-0.372406683371165
79,0.0590634004470034
80,1.8319764660275
81,1.28479150622207
82,2.77004694531888
83,0.31216161348231
84,-2.12663373182278
85,-1.67289142805632
86,-2.38413133354711
87,-1.04612170949809
88,2.04814955574407
89,0.928345630757068
90,-0.883371396183974
91,0.105288083475487
92,-0.37469773297007
93,-0.11192332401291
94,-1.70091213877342
95,0.00831363957054347
96,0.0164756140226987
97,0.296736149640177
98,1.18777211866089
99,-0.61792970544713
100,-0.902617018480743
101,2.11864375617535
102,-1.39897073006613
103,-3.17551441668732
104,1.95055281961059
105,1.13285890594637
106,-0.580586850178207
107,-0.996694069442219
108,2.09627453998526
109,-0.221858173986957
110,1.40894077636418
111,0.392151444724643
112,1.2694948367923
113,-1.58624550493785
114,0.00279022366603407
115,2.20747515470593
116,1.70501888907564
117,-1.59040079123164
118,-0.273185593706251
119,0.969273871893256
120,2.66526250544834
121,-0.925921327719451
122,-0.310868116916215
123,1.08148270892601
124,-0.577579559342026
125,-2.23874344848083
126,-1.38826525596142
127,2.02647752912968
128,1.64728204969936
129,-0.340834515953183
130,-0.53744927930574
131,0.557889627728272
132,-0.629418067590011
133,-1.29232807389419
134,-0.146266749816459
135,0.707569792118424
136,-2.055232674364
137,1.1342139660928
138,1.21138741732776
139,-2.77899475259729
140,1.74387484307016
141,-0.79936275841601
142,2.75535194761629
143,-1.48096979909609
144,-0.922520208253374
145,-0.0404524239844718
146,0.622015078446771
147,0.627696140994495
148,0.144300647498519
149,-1.36952098579145
150,-1.02907896930783
151,-0.54901110164213
152,0.982173407449463
153,-2.38567448698778
154,0.140567534662862
155,0.0176685479177784
156,1.32381565307183
157,2.18477599331215
158,1.42940562738796
159,0.442305291623599
160,-0.746638323093803
161,-1.38780284281708
162,3.42368619293255
163,-0.190328465456991
164,1.61108119637733
165,0.22533278946557
166,0.462103646089552
167,1.3117108931027
168,-0.389662570631683
169,2.71839086564969
170,0.571360340200921
171,-1.18952792610948
172,-1.30525649305047
173,-1.902441904299
174,-2.31983271115852
175,0.163776433692617
176,0.54122057537837
177,-1.42736747192302
178,0.929571837350069
179,-1.13922023765635
180,-0.0236876770657802
