"id","y"
1,3.07493253246919
2,-0.628680304179277
3,-0.457273198235801
4,-0.730110405564329
5,-2.79777247797152
6,-0.986716295973565
7,-0.0651825908657685
8,-0.485174487627435
9,-1.62021546290585
10,-1.74131994048837
11,0.0116373734703052
12,-3.4508161298583
13,-0.338429532647749
14,1.23287869467211
15,-1.57742201634955
16,-0.900321562882093
17,1.0611699961867
18,-1.09377056384641
19,-0.419268016728429
20,-0.127399202886123
21,0.145903870894427
22,2.89313565119619
23,-1.19471028620956
24,-0.270546097911173
25,2.56615055151836
26,-0.992331302362317
27,-0.423498438356498
28,2.54472688101756
29,-0.628977386295148
30,-0.640360130873935
31,-0.400649822214107
32,0.773852860039295
33,1.53456663565628
34,-1.99739393579929
35,3.56613362955874
36,2.0997069308705
37,-0.327440078816092
38,0.592072069679016
39,1.99142000565535
40,-3.80247164371974
41,-0.802465240610574
42,-1.53406150882505
43,-1.50369689293958
44,-0.306998466924968
45,-0.542853397241626
46,-0.723499206214066
47,-2.31478268631036
48,-0.846969120946519
49,-1.12109346058593
50,-1.10632600215884
51,1.4802002682034
52,-1.4389210505082
53,0.136489499877751
54,-2.1747915770328
55,0.151895262347605
56,2.26465327415615
57,-0.92702056906981
58,0.385860523570634
59,-1.33372229177917
60,-0.949245786246164
61,-0.278676247201542
62,0.471469780941966
63,-2.39148076131126
64,-1.93645866123144
65,0.971790662625387
66,2.98102765338623
67,-0.265645504303649
68,3.91529981849206
69,1.41654675152502
70,0.279748576547039
71,-0.336057393571942
72,1.83014795540101
73,-0.0589936072498058
74,0.749521409583595
75,-0.347279471384414
76,-0.208054584067684
77,-0.717908507500201
78,-0.204347888531388
79,-0.306492691847963
80,2.0486430627722
81,1.2531179083146
82,3.09474828130047
83,0.143736529176174
84,-2.69290822777632
85,-1.20802189987666
86,-2.42033231120697
87,-0.971205627950493
88,1.86104515859458
89,0.84027130100875
90,-0.774715232665948
91,0.222719429285722
92,-0.505318269298979
93,-0.164593743896629
94,-1.60586905389553
95,-0.104757099127406
96,-0.379674553164772
97,0.293822385453589
98,1.24828064593813
99,-0.338275842697866
100,-0.741117421190157
101,2.03794570558773
102,-1.564324919075
103,-3.54806979987626
104,1.54876082405847
105,0.968392116397635
106,-0.774405306890194
107,-1.14011670475984
108,2.00246206637424
109,-0.305034468702009
110,1.03113966387929
111,0.565352241165129
112,1.79692046945567
113,-1.60867859793451
